ticker,secShortName,endDate,dailyProfit,weeklyYield,publishDate,currencyCd
"003423.OFCN","003423","国寿安保添利货币-B","2017-07-05",1.2377,4.794,"2017-07-06","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-07-04",1.2634,4.83,"2017-07-05","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-07-03",1.2929,4.847,"2017-07-04","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-07-02",2.5926,4.847,"2017-07-03","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-30",1.2961,4.833,"2017-07-01","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-29",1.2991,4.826,"2017-06-30","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-28",1.3033,4.821,"2017-06-29","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-27",1.2943,4.815,"2017-06-28","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-26",1.2917,4.812,"2017-06-27","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-25",2.5676,4.822,"2017-06-26","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-23",1.2837,4.835,"2017-06-24","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-22",1.2904,4.84,"2017-06-23","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-21",1.2909,4.851,"2017-06-22","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-20",1.2896,4.844,"2017-06-21","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-19",1.3108,4.829,"2017-06-20","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-18",2.5898,4.787,"2017-06-19","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-16",1.2944,4.7,"2017-06-17","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-15",1.309,4.658,"2017-06-16","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-14",1.2781,4.611,"2017-06-15","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-13",1.2636,4.578,"2017-06-14","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-12",1.2326,4.544,"2017-06-13","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-11",2.4308,4.515,"2017-06-13","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-09",1.2176,4.466,"2017-06-10","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-08",1.2235,4.441,"2017-06-09","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-07",1.2177,4.417,"2017-06-08","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-06",1.2015,4.398,"2017-06-07","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-05",1.1779,4.383,"2017-06-06","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-04",2.3424,4.381,"2017-06-05","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-02",1.1712,4.388,"2017-06-03","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-06-01",1.1794,4.393,"2017-06-02","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-31",1.1822,4.395,"2017-06-01","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-30",4.7034,4.399,"2017-06-01","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-26",1.1814,4.385,"2017-05-27","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-25",1.1815,4.378,"2017-05-26","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-24",1.1907,4.377,"2017-05-25","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-23",1.18,4.362,"2017-05-24","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-22",1.1629,4.353,"2017-05-23","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-21",2.335,4.354,"2017-05-22","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-19",1.1688,4.362,"2017-05-20","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-18",1.178,4.365,"2017-05-19","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-17",1.1636,4.364,"2017-05-18","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-16",1.1636,4.37,"2017-05-17","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-15",1.165,4.367,"2017-05-16","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-14",2.3495,4.369,"2017-05-15","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-12",1.1747,4.367,"2017-05-13","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-11",1.1752,4.366,"2017-05-12","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-10",1.1745,4.365,"2017-05-11","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-09",1.1587,4.364,"2017-05-10","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-08",1.1684,4.372,"2017-05-09","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-07",2.3459,4.374,"2017-05-08","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-05",1.1729,4.375,"2017-05-06","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-04",1.173,4.375,"2017-05-05","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-03",1.173,4.376,"2017-05-04","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-02",1.173,4.376,"2017-05-03","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-05-01",3.5204,4.376,"2017-05-03","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-28",1.1734,4.386,"2017-04-29","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-27",1.1736,4.389,"2017-04-28","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-26",1.1737,4.397,"2017-04-27","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-25",1.1739,4.399,"2017-04-26","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-24",1.1787,4.4,"2017-04-25","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-23",2.3592,4.398,"2017-04-24","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-21",1.1796,4.392,"2017-04-22","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-20",1.1886,4.39,"2017-04-21","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-19",1.176,4.386,"2017-04-20","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-18",1.1762,4.388,"2017-04-19","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-17",1.1761,4.39,"2017-04-18","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-16",2.3473,4.392,"2017-04-18","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-14",1.1766,4.4,"2017-04-15","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-13",1.1799,4.402,"2017-04-14","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-12",1.18,4.403,"2017-04-13","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-11",1.1801,4.403,"2017-04-12","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-10",1.1803,4.404,"2017-04-11","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-09",2.3613,4.405,"2017-04-10","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-07",1.1806,4.406,"2017-04-08","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-06",1.1808,4.406,"2017-04-07","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-05",1.1809,4.407,"2017-04-06","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-04-04",4.7263,4.407,"2017-04-06","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-31",1.1815,4.405,"2017-04-01","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-30",1.1819,4.408,"2017-03-31","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-29",1.1818,4.401,"2017-03-30","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-28",1.1781,4.393,"2017-03-29","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-27",1.1749,4.378,"2017-03-28","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-26",2.3689,4.362,"2017-03-28","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-24",1.1872,4.319,"2017-03-25","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-23",1.169,4.298,"2017-03-24","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-22",1.167,4.28,"2017-03-23","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-21",1.1516,4.264,"2017-03-22","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-20",1.1448,4.259,"2017-03-21","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-19",2.2893,4.252,"2017-03-20","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-17",1.1491,4.238,"2017-03-18","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-16",1.1369,4.232,"2017-03-17","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-15",1.1371,4.253,"2017-03-16","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-14",1.142,4.27,"2017-03-15","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-13",1.1319,4.275,"2017-03-14","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-12",2.2645,4.294,"2017-03-13","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-10",1.1374,4.335,"2017-03-11","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-09",1.175,4.352,"2017-03-10","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-08",1.1696,4.345,"2017-03-09","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-07",1.1506,4.339,"2017-03-08","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-06",1.1658,4.343,"2017-03-07","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-05",2.3398,4.342,"2017-03-06","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-03",1.1698,4.332,"2017-03-04","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-02",1.1616,4.326,"2017-03-03","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-03-01",1.1587,4.317,"2017-03-02","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-28",1.1584,4.293,"2017-03-01","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-27",1.164,4.263,"2017-02-28","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-26",2.3203,4.246,"2017-02-27","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-24",1.1595,4.199,"2017-02-25","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-23",1.1445,4.176,"2017-02-24","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-22",1.1156,4.162,"2017-02-23","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-21",1.1034,4.17,"2017-02-22","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-20",1.1313,4.185,"2017-02-21","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-19",2.2347,4.189,"2017-02-20","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-17",1.1171,4.211,"2017-02-18","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-16",1.1192,4.223,"2017-02-17","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-15",1.1298,4.225,"2017-02-16","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-14",1.1306,4.22,"2017-02-15","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-13",1.1384,4.214,"2017-02-14","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-12",2.2761,4.204,"2017-02-13","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-10",1.138,4.151,"2017-02-11","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-09",1.1236,4.124,"2017-02-10","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-08",1.12,4.106,"2017-02-09","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-07",1.1196,4.089,"2017-02-08","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-06",1.121,4.074,"2017-02-07","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-05",2.1777,4.057,"2017-02-06","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-03",1.0889,4.059,"2017-02-04","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-02-02",7.6318,4.059,"2017-02-04","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-26",1.0903,4.151,"2017-01-27","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-25",1.0905,4.166,"2017-01-26","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-24",1.1436,4.182,"2017-01-25","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-23",1.1376,4.178,"2017-01-24","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-22",2.2254,4.177,"2017-01-23","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-20",1.1125,4.208,"2017-01-21","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-19",1.1181,4.176,"2017-01-20","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-18",1.1202,3.942,"2017-01-19","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-17",1.1358,3.533,"2017-01-18","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-16",1.1371,3.595,"2017-01-17","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-15",2.2819,3.688,"2017-01-16","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-13",1.0529,3.872,"2017-01-14","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-12",0.6868,4.012,"2017-01-13","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-11",0.3642,4.351,"2017-01-12","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-10",1.2501,4.868,"2017-01-11","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-09",1.3105,4.902,"2017-01-10","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-08",2.6221,4.903,"2017-01-10","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-06",1.3111,4.905,"2017-01-07","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-05",1.3112,4.907,"2017-01-06","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-04",1.3114,4.909,"2017-01-05","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-03",1.3116,4.908,"2017-01-04","CNY"
"003423.OFCN","003423","国寿安保添利货币-B","2017-01-02",2.6247,4.302,"2017-01-04","CNY"
