用户序号,日期,基金代码,基金名称,配置比例
20,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
20,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
20,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
20,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
20,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
20,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
20,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
21,2017-11-13,001826,国寿安保增金宝货币市场基金,0.5
21,2017-11-13,001013,华夏希望债券型证券投资基金C类,0.4
21,2017-11-13,000199,国泰策略收益灵活配置混合型证券投资基金,0.1
22,2017-11-13,001826,国寿安保增金宝货币市场基金,0.5
22,2017-11-13,001013,华夏希望债券型证券投资基金C类,0.4
22,2017-11-13,000199,国泰策略收益灵活配置混合型证券投资基金,0.1
23,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
23,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
23,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
23,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
23,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
24,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
24,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
24,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
24,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
25,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
25,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
25,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
25,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
25,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
25,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
25,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
25,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
26,2017-11-13,001826,国寿安保增金宝货币市场基金,0.75
26,2017-11-13,020022,国泰策略价值灵活配置混合型证券投资基金,0.17
26,2017-11-13,202212,南方保本混合型证券投资基金,0.08
27,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
27,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
27,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
27,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
27,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
27,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
27,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
27,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
28,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
28,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
28,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
28,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
28,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
29,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
29,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
29,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
29,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
29,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
30,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
30,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
30,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
30,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
30,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
31,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
31,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
31,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
31,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
31,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
31,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
31,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
31,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
32,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
32,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
32,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
32,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
32,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
33,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
33,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
33,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
33,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
34,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
34,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
34,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
34,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
35,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
35,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
35,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
35,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
35,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
36,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
36,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
36,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
36,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
36,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
36,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
36,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
36,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
37,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
37,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
37,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
37,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
37,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
37,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
37,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
37,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
38,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
38,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
38,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
38,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
39,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
39,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
39,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
39,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
40,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
40,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
40,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
40,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
40,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
40,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
40,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
40,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
41,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
41,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
41,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
41,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
41,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
41,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
41,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
41,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
42,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
42,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
42,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
42,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
42,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
42,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
42,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
42,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
43,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
43,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
43,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
43,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
44,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
44,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
44,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
44,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
45,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
45,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
45,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
45,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
46,2017-11-13,001826,国寿安保增金宝货币市场基金,0.75
46,2017-11-13,020022,国泰策略价值灵活配置混合型证券投资基金,0.17
46,2017-11-13,202212,南方保本混合型证券投资基金,0.08
47,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
47,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
47,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
47,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
47,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
48,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
48,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
48,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
48,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
49,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
49,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
49,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
49,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
49,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
50,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
50,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
50,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
50,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
50,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
51,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
51,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
51,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
51,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
51,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
51,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
51,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
51,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
52,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
52,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
52,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
52,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
52,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
52,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
52,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
52,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
53,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
53,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
53,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
53,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
53,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
54,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
54,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
54,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
54,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
55,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
55,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
55,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
55,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
56,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
56,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
56,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
56,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
56,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
56,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
56,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
56,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
57,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
57,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
57,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
57,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
57,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
57,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
57,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
57,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
58,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
58,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
58,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
58,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
59,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
59,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
59,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
59,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
60,2017-11-13,001826,国寿安保增金宝货币市场基金,0.5
60,2017-11-13,001013,华夏希望债券型证券投资基金C类,0.4
60,2017-11-13,000199,国泰策略收益灵活配置混合型证券投资基金,0.1
61,2017-11-13,001826,国寿安保增金宝货币市场基金,0.5
61,2017-11-13,001013,华夏希望债券型证券投资基金C类,0.4
61,2017-11-13,000199,国泰策略收益灵活配置混合型证券投资基金,0.1
62,2017-11-13,001826,国寿安保增金宝货币市场基金,0.5
62,2017-11-13,001013,华夏希望债券型证券投资基金C类,0.4
62,2017-11-13,000199,国泰策略收益灵活配置混合型证券投资基金,0.1
63,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
63,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
63,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
63,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
64,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
64,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
64,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
64,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
65,2017-11-13,001826,国寿安保增金宝货币市场基金,0.5
65,2017-11-13,001013,华夏希望债券型证券投资基金C类,0.4
65,2017-11-13,000199,国泰策略收益灵活配置混合型证券投资基金,0.1
66,2017-11-13,001826,国寿安保增金宝货币市场基金,0.75
66,2017-11-13,020022,国泰策略价值灵活配置混合型证券投资基金,0.17
66,2017-11-13,202212,南方保本混合型证券投资基金,0.08
67,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
67,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
67,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
67,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
67,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
67,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
67,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
67,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
68,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
68,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
68,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
68,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
69,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
69,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
69,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
69,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
69,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
70,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
70,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
70,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
70,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
71,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
71,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
71,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
71,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
71,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
71,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
71,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
71,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
72,2017-11-13,001826,国寿安保增金宝货币市场基金,0.5
72,2017-11-13,001013,华夏希望债券型证券投资基金C类,0.4
72,2017-11-13,000199,国泰策略收益灵活配置混合型证券投资基金,0.1
73,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
73,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
73,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
73,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
73,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
74,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
74,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
74,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
74,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
75,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
75,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
75,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
75,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
75,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
75,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
75,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
75,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
76,2017-11-13,001826,国寿安保增金宝货币市场基金,0.75
76,2017-11-13,020022,国泰策略价值灵活配置混合型证券投资基金,0.17
76,2017-11-13,202212,南方保本混合型证券投资基金,0.08
77,2017-11-13,001826,国寿安保增金宝货币市场基金,0.5
77,2017-11-13,001013,华夏希望债券型证券投资基金C类,0.4
77,2017-11-13,000199,国泰策略收益灵活配置混合型证券投资基金,0.1
78,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
78,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
78,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
78,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
79,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
79,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
79,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
79,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
79,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
80,2017-11-13,001826,国寿安保增金宝货币市场基金,0.5
80,2017-11-13,001013,华夏希望债券型证券投资基金C类,0.4
80,2017-11-13,000199,国泰策略收益灵活配置混合型证券投资基金,0.1
81,2017-11-13,001826,国寿安保增金宝货币市场基金,0.5
81,2017-11-13,001013,华夏希望债券型证券投资基金C类,0.4
81,2017-11-13,000199,国泰策略收益灵活配置混合型证券投资基金,0.1
82,2017-11-13,001826,国寿安保增金宝货币市场基金,0.5
82,2017-11-13,001013,华夏希望债券型证券投资基金C类,0.4
